,x,y,0728_pred_0.5_16,0728_pred_0.5_17,0728_pred_0.5_18,0728_pred_0.5_19,0728_pred_0.5_20,0728_pred_1_16,0728_pred_1_17,0728_pred_1_18,0728_pred_1_19,0728_pred_1_20
cell_6276,1188.10132799709,-1844.62852464981,6,6,4,7,7,11,10,10,13,14
cell_9363,10101.1013279971,-1941.62852464981,6,14,14,14,12,3,9,2,13,14
cell_3575,-6753.89867200291,-1882.62852464981,4,7,7,5,6,8,3,3,3,11
cell_8004,6217.10132799709,-1823.62852464981,0,14,14,14,12,3,9,2,2,14
cell_3120,-8167.89867200291,-1748.62852464981,7,8,11,6,7,5,6,5,5,6
cell_3290,-7717.89867200291,-1744.62852464981,1,11,10,9,10,2,2,1,1,0
cell_4210,-4850.89867200291,-1771.62852464981,0,11,10,9,12,3,9,2,2,14
cell_8093,6437.10132799709,-1761.62852464981,12,12,11,13,11,2,2,1,1,0
cell_3099,-8231.89867200291,-1805.62852464981,7,8,11,13,7,5,6,5,5,6
cell_3270,-7814.89867200291,-1755.62852464981,12,11,10,9,7,5,6,5,5,6
cell_3084,-8308.89867200291,-1789.62852464981,12,8,11,13,11,5,6,5,5,3
cell_3782,-6202.89867200291,-1801.62852464981,1,0,0,0,0,0,1,0,0,7
cell_5844,50.1013279970903,-1823.62852464981,12,11,10,13,11,10,2,1,1,0
cell_220,-15855.8986720029,-1902.62852464981,13,1,0,11,13,10,5,4,4,12
cell_2101,-11168.8986720029,-1844.62852464981,1,0,2,0,9,0,1,0,0,8
cell_11388,15016.1013279971,-1823.62852464981,12,11,10,9,10,2,12,1,15,0
cell_4590,-3535.89867200291,-1883.62852464981,1,0,2,0,0,1,0,0,0,7
cell_6960,3111.10132799709,-1890.62852464981,1,0,2,0,10,2,12,1,1,0
cell_2381,-10484.8986720029,-1827.62852464981,6,6,4,7,7,5,6,5,5,0
cell_7839,5700.10132799709,-1910.62852464981,6,6,4,7,7,11,10,10,13,14
cell_6751,2546.10132799709,-1898.62852464981,0,14,14,14,12,11,9,10,13,14
cell_10100,11899.1013279971,-1861.62852464981,6,6,4,7,7,11,10,10,13,14
cell_4231,-4743.89867200291,-1905.62852464981,1,0,2,0,10,2,12,1,1,0
cell_7543,4858.10132799709,-1839.62852464981,1,11,10,9,10,2,12,1,1,0
cell_11567,15322.1013279971,-1815.62852464981,1,0,2,0,10,2,12,0,1,0
cell_446,-15385.8986720029,-1846.62852464981,2,8,8,6,5,2,2,1,10,3
cell_7116,3598.10132799709,-1878.62852464981,0,11,10,14,12,3,9,2,2,14
cell_9866,11393.1013279971,-1793.62852464981,6,12,11,13,11,11,10,10,13,14
cell_5399,-1176.89867200291,-1881.62852464981,12,12,2,13,11,2,1,1,1,8
cell_11283,14778.1013279971,-1891.62852464981,6,14,14,14,12,3,9,2,13,14
cell_11043,14266.1013279971,-1978.62852464981,12,11,10,14,12,2,2,2,1,0
cell_5243,-1536.89867200291,-1943.62852464981,0,14,14,14,12,3,9,2,2,0
cell_5652,-477.89867200291,-1928.62852464981,6,6,14,7,7,11,10,10,13,14
cell_2778,-9254.89867200291,-1837.62852464981,7,8,11,6,11,5,6,5,5,3
cell_9468,10473.1013279971,-1922.62852464981,6,6,4,7,11,11,10,1,15,7
cell_8901,8859.10132799709,-1922.62852464981,12,0,2,13,11,2,2,1,1,0
cell_9867,11461.1013279971,-1903.62852464981,6,6,4,7,7,3,9,2,13,14
cell_5784,-86.8986720029097,-1953.62852464981,3,13,13,5,15,8,3,3,3,13
cell_8061,6418.10132799709,-1902.62852464981,0,11,10,9,10,2,2,1,1,0
cell_6687,2351.10132799709,-1992.62852464981,6,6,4,7,7,11,10,10,13,14
cell_3162,-8050.89867200291,-1844.62852464981,7,8,11,13,7,5,6,5,5,6
cell_4180,-4967.89867200291,-1852.62852464981,0,14,10,14,12,3,9,2,2,14
cell_4493,-3899.89867200291,-1887.62852464981,0,11,10,7,7,3,9,2,2,14
cell_9989,11742.1013279971,-1956.62852464981,6,14,14,14,12,3,9,2,13,14
cell_1423,-13067.8986720029,-1911.62852464981,1,0,2,10,9,0,1,0,0,8
cell_2912,-8807.89867200291,-2011.62852464981,7,4,8,6,11,5,6,5,5,0
cell_3833,-5918.89867200291,-1962.62852464981,0,14,14,14,12,3,9,1,1,17
cell_10806,13721.1013279971,-1940.62852464981,6,14,14,14,12,3,9,2,13,14
cell_11002,14087.1013279971,-1858.62852464981,3,1,0,11,15,10,5,4,4,13
cell_4709,-3146.89867200291,-1970.62852464981,1,11,10,9,10,2,12,1,1,0
cell_3728,-6293.89867200291,-1969.62852464981,12,12,11,13,11,2,2,1,1,0
cell_7055,3515.10132799709,-1945.62852464981,0,14,14,14,12,3,9,2,2,14
cell_3103,-8201.89867200291,-1892.62852464981,7,4,6,7,7,5,6,5,5,6
cell_3380,-7397.89867200291,-2008.62852464981,1,0,2,0,0,0,1,0,0,7
cell_1993,-11445.8986720029,-1954.62852464981,4,7,7,5,6,8,3,3,3,11
cell_1699,-12269.8986720029,-1973.62852464981,11,8,8,8,9,1,0,0,0,8
cell_7576,4981.10132799709,-1910.62852464981,1,0,2,0,0,0,12,0,0,7
cell_3233,-7808.89867200291,-1915.62852464981,13,1,0,11,13,10,5,4,4,12
cell_10343,12589.1013279971,-1992.62852464981,0,14,14,14,12,3,9,2,13,14
cell_4139,-5021.89867200291,-1978.62852464981,3,13,13,5,15,10,5,4,4,13
cell_10221,12256.1013279971,-1983.62852464981,6,14,14,14,12,3,9,2,13,14
cell_6215,1003.10132799709,-1979.62852464981,6,12,11,13,7,11,10,10,1,0
cell_1782,-12017.8986720029,-2007.62852464981,11,8,8,0,9,0,0,0,0,8
cell_9666,10955.1013279971,-2107.62852464981,3,1,0,11,13,10,10,4,4,14
cell_3286,-7651.89867200291,-1961.62852464981,4,7,7,5,6,8,3,3,3,13
cell_4349,-4315.89867200291,-1988.62852464981,12,11,10,9,11,2,2,1,1,0
cell_3002,-8450.89867200291,-2014.62852464981,7,4,6,1,7,5,6,5,5,6
cell_7537,4778.10132799709,-1982.62852464981,0,14,10,9,12,2,2,1,1,17
cell_11154,14514.1013279971,-2004.62852464981,12,12,11,13,11,2,2,1,1,0
cell_4417,-4030.89867200291,-1988.62852464981,0,14,14,14,12,3,9,2,2,14
cell_439,-15410.8986720029,-1977.62852464981,11,0,2,0,11,2,2,1,10,0
cell_3479,-7096.89867200291,-1912.62852464981,1,0,2,0,0,10,5,4,4,12
cell_4953,-2429.89867200291,-1982.62852464981,12,11,10,9,10,2,2,1,1,0
cell_9625,10728.1013279971,-1965.62852464981,0,14,14,14,12,3,9,2,2,14
cell_7366,4338.10132799709,-2017.62852464981,1,0,2,0,0,0,12,0,0,7
cell_8941,9025.10132799709,-2033.62852464981,6,6,4,7,7,11,10,10,13,14
cell_6549,1945.10132799709,-2020.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5894,116.10132799709,-2022.62852464981,6,6,4,7,7,11,10,10,1,0
cell_10643,13227.1013279971,-1958.62852464981,3,1,0,11,13,10,5,4,4,12
cell_11406,15050.1013279971,-1953.62852464981,12,11,2,9,10,2,12,1,1,0
cell_5598,-666.89867200291,-1989.62852464981,6,6,4,7,7,11,10,10,13,14
cell_1091,-13793.8986720029,-1976.62852464981,1,0,2,0,0,0,1,0,0,7
cell_4778,-3006.89867200291,-1995.62852464981,0,11,10,9,10,2,12,1,2,0
cell_11213,14641.1013279971,-2001.62852464981,12,12,11,13,7,2,2,1,15,17
cell_10940,13986.1013279971,-1984.62852464981,1,0,2,9,10,2,2,1,15,0
cell_7630,5135.10132799709,-1981.62852464981,1,0,2,0,10,0,12,0,0,7
cell_7138,3743.10132799709,-2005.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2692,-9444.89867200291,-2004.62852464981,7,4,6,6,11,5,6,11,10,8
cell_10676,13336.1013279971,-1994.62852464981,12,12,11,13,11,10,5,4,4,12
cell_4874,-2683.89867200291,-1983.62852464981,0,14,10,14,12,3,9,2,2,14
cell_4797,-2863.89867200291,-2079.62852464981,0,14,14,14,12,3,9,2,2,14
cell_3533,-6868.89867200291,-2108.62852464981,6,6,4,7,7,11,10,10,13,14
cell_8003,6215.10132799709,-2005.62852464981,1,11,2,9,10,2,2,1,1,0
cell_8715,8401.10132799709,-2162.62852464981,0,14,14,14,12,3,9,2,2,14
cell_3157,-8030.89867200291,-2074.62852464981,1,0,2,0,0,0,1,0,0,7
cell_11003,14106.1013279971,-2005.62852464981,12,11,10,9,10,2,12,1,1,14
cell_6143,775.10132799709,-2056.62852464981,12,12,11,13,11,2,2,1,1,0
cell_10128,12026.1013279971,-2094.62852464981,3,13,13,5,15,8,3,4,4,13
cell_3107,-8170.89867200291,-2054.62852464981,1,0,2,0,0,2,0,1,10,0
cell_8600,8028.10132799709,-2123.62852464981,4,7,7,5,6,8,3,3,3,13
cell_7561,4967.10132799709,-2065.62852464981,1,0,2,0,0,0,1,0,0,0
cell_7201,3936.10132799709,-2106.62852464981,1,11,10,9,10,2,12,2,1,14
cell_11590,15455.1013279971,-2105.62852464981,12,11,10,13,11,2,2,1,1,0
cell_2590,-9751.89867200291,-2142.62852464981,9,1,0,10,19,9,11,17,18,20
cell_4202,-4818.89867200291,-2101.62852464981,12,11,10,9,10,2,2,1,1,0
cell_2115,-11116.8986720029,-2124.62852464981,13,1,0,15,19,9,11,12,18,20
cell_6437,1606.10132799709,-2159.62852464981,6,6,4,7,7,11,10,10,13,14
cell_3344,-7529.89867200291,-2125.62852464981,0,14,10,14,12,10,2,1,1,14
cell_10794,13655.1013279971,-2102.62852464981,6,14,14,14,12,3,9,2,13,14
cell_9159,9572.10132799709,-2127.62852464981,12,11,10,9,10,2,12,1,1,0
cell_3222,-7861.89867200291,-2102.62852464981,12,12,11,13,11,2,2,1,1,0
cell_6671,2248.10132799709,-2124.62852464981,6,6,4,7,7,11,10,10,13,14
cell_9940,11620.1013279971,-2150.62852464981,3,11,10,11,13,10,9,4,13,14
cell_5380,-1196.89867200291,-2158.62852464981,0,14,14,14,12,3,2,2,2,17
cell_5335,-1397.89867200291,-2153.62852464981,12,11,10,13,11,2,2,1,1,0
cell_10639,13250.1013279971,-2076.62852464981,6,12,11,7,7,10,5,4,4,12
cell_1996,-11489.8986720029,-2033.62852464981,4,7,7,15,19,8,3,3,11,9
cell_10284,12393.1013279971,-2146.62852464981,6,6,4,7,7,11,10,10,13,14
cell_5912,229.10132799709,-2159.62852464981,12,0,2,13,11,2,2,1,1,7
cell_11403,14996.1013279971,-2107.62852464981,12,11,2,13,11,2,2,1,1,0
cell_3866,-5779.89867200291,-2128.62852464981,0,14,14,14,12,3,9,2,2,14
cell_6052,601.10132799709,-2165.62852464981,6,6,4,7,7,11,10,10,13,0
cell_3666,-6438.89867200291,-2141.62852464981,6,12,4,13,7,2,2,1,1,0
cell_4985,-2300.89867200291,-2150.62852464981,12,0,2,0,0,2,2,1,1,7
cell_10909,14003.1013279971,-2149.62852464981,6,14,14,14,12,3,9,2,13,14
cell_7063,3504.10132799709,-2129.62852464981,12,11,10,9,10,2,12,1,1,0
cell_1103,-13796.8986720029,-2095.62852464981,1,0,2,0,0,0,1,0,0,7
cell_7327,4235.10132799709,-2149.62852464981,1,11,10,9,10,2,12,0,1,0
cell_5765,-125.89867200291,-2144.62852464981,1,0,2,0,0,10,5,4,4,12
cell_2707,-9385.89867200291,-2173.62852464981,7,4,6,6,11,5,6,5,5,8
cell_6546,1848.10132799709,-2153.62852464981,0,14,14,14,12,3,9,2,2,14
cell_1854,-11809.8986720029,-2208.62852464981,4,7,7,5,6,8,3,3,3,11
cell_10053,11883.1013279971,-2192.62852464981,12,0,11,13,13,10,5,4,4,12
cell_1051,-13944.8986720029,-2161.62852464981,1,0,2,0,9,0,1,0,0,8
cell_10680,13399.1013279971,-2195.62852464981,12,0,2,11,13,2,2,1,1,0
cell_4761,-3030.89867200291,-2162.62852464981,0,14,14,14,12,3,12,2,2,0
cell_5580,-777.89867200291,-2194.62852464981,6,12,11,7,7,11,10,10,1,0
cell_5613,-593.89867200291,-2160.62852464981,6,12,11,7,7,11,10,10,1,0
cell_2959,-8599.89867200291,-2178.62852464981,1,0,2,0,0,2,0,1,1,0
cell_9473,10438.1013279971,-2169.62852464981,1,0,2,0,0,0,12,0,0,7
cell_2191,-10912.8986720029,-2185.62852464981,4,7,7,5,6,8,3,3,3,11
cell_605,-15004.8986720029,-2242.62852464981,11,8,8,6,5,1,0,11,10,3
cell_11420,15087.1013279971,-2246.62852464981,6,14,10,14,12,2,2,2,13,14
cell_11187,14544.1013279971,-2131.62852464981,12,11,10,14,12,3,9,2,15,14
cell_9412,10263.1013279971,-2255.62852464981,0,14,14,14,12,3,9,2,2,14
cell_11251,14651.1013279971,-2128.62852464981,12,11,10,13,11,2,2,2,15,17
cell_10433,12796.1013279971,-2305.62852464981,6,14,14,14,12,3,9,2,13,14
cell_1416,-13073.8986720029,-2240.62852464981,9,0,2,10,9,0,1,0,0,20
cell_7134,3696.10132799709,-2238.62852464981,1,11,10,9,10,2,12,1,1,17
cell_3291,-7680.89867200291,-2189.62852464981,6,6,4,7,7,11,2,10,1,14
cell_5257,-1583.89867200291,-2164.62852464981,13,1,0,12,13,9,11,4,4,12
cell_5233,-1669.89867200291,-2192.62852464981,13,1,0,15,14,9,11,12,11,9
cell_6632,2135.10132799709,-2298.62852464981,0,14,14,14,12,3,9,2,2,14
cell_7723,5373.10132799709,-2269.62852464981,13,1,0,11,13,10,5,4,4,12
cell_5977,396.10132799709,-2319.62852464981,12,12,11,13,11,2,2,1,1,7
cell_4392,-4225.89867200291,-2229.62852464981,0,11,10,9,10,3,2,2,2,14
cell_4968,-2396.89867200291,-2249.62852464981,12,12,2,13,11,2,2,1,1,0
cell_7532,4874.10132799709,-2222.62852464981,1,0,2,0,0,2,2,1,1,0
cell_3837,-5933.89867200291,-2293.62852464981,0,11,10,9,10,2,2,1,1,0
cell_11014,14160.1013279971,-2249.62852464981,12,11,10,9,10,3,9,2,13,14
cell_3940,-5553.89867200291,-2276.62852464981,12,12,11,0,0,2,2,0,0,7
cell_9724,11079.1013279971,-2122.62852464981,6,12,11,13,11,11,10,1,1,14
cell_10891,13861.1013279971,-2272.62852464981,6,6,4,7,7,11,10,10,13,14
cell_10307,12529.1013279971,-2242.62852464981,6,6,11,7,7,11,10,10,13,14
cell_4427,-4008.89867200291,-2242.62852464981,0,14,14,14,12,3,9,2,2,14
cell_11175,14542.1013279971,-2244.62852464981,6,14,14,14,12,3,9,2,13,14
cell_1779,-12107.8986720029,-2257.62852464981,4,7,7,15,19,9,11,12,11,9
cell_10571,13129.1013279971,-2295.62852464981,3,1,0,11,13,10,5,4,4,12
cell_3197,-7887.89867200291,-2329.62852464981,1,0,2,0,0,2,2,1,1,0
cell_11501,15261.1013279971,-2303.62852464981,11,0,2,9,10,2,2,1,1,0
cell_9689,10933.1013279971,-2223.62852464981,12,12,11,13,11,2,2,1,1,14
cell_4301,-4557.89867200291,-2302.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8410,7544.10132799709,-2372.62852464981,4,13,13,5,6,8,3,3,3,13
cell_9044,9277.10132799709,-2293.62852464981,6,14,14,14,12,3,9,2,2,14
cell_8957,9065.10132799709,-2261.62852464981,12,11,10,9,7,2,2,2,1,14
cell_10518,12946.1013279971,-2286.62852464981,0,14,14,14,12,3,9,2,13,14
cell_2658,-9542.89867200291,-2305.62852464981,7,4,8,6,0,5,6,5,0,8
cell_5687,-426.89867200291,-2293.62852464981,12,11,10,9,10,2,2,1,1,7
cell_7232,3965.10132799709,-2259.62852464981,12,11,10,9,10,2,2,1,1,0
cell_8496,7709.10132799709,-2329.62852464981,3,1,0,11,13,10,5,4,4,13
cell_2916,-8835.89867200291,-2294.62852464981,1,0,2,0,0,2,0,1,1,0
cell_4821,-2781.89867200291,-2277.62852464981,0,14,10,14,12,3,12,2,2,0
cell_9748,11096.1013279971,-2274.62852464981,6,12,11,13,11,11,10,1,15,0
cell_5805,-69.8986720029097,-2253.62852464981,9,10,9,10,9,0,1,0,0,8
cell_6700,2381.10132799709,-2395.62852464981,1,0,2,13,11,2,1,1,1,7
cell_4116,-5068.89867200291,-2357.62852464981,0,14,14,14,12,3,9,2,2,0
cell_5500,-914.89867200291,-2422.62852464981,4,13,13,5,15,8,3,3,3,13
cell_9716,10972.1013279971,-2249.62852464981,12,12,11,13,11,2,10,1,1,14
cell_5225,-1707.89867200291,-2276.62852464981,13,1,0,12,14,9,11,12,11,9
cell_9645,10809.1013279971,-2357.62852464981,12,11,10,9,10,2,2,1,1,0
cell_7572,5046.10132799709,-2447.62852464981,6,6,4,7,7,11,10,10,13,14
cell_7355,4325.10132799709,-2386.62852464981,0,14,14,14,12,3,12,2,2,17
cell_3323,-7471.89867200291,-2349.62852464981,6,12,11,13,11,11,10,10,1,0
cell_8641,8125.10132799709,-2401.62852464981,13,1,0,11,13,10,5,4,4,12
cell_266,-15762.8986720029,-2413.62852464981,1,0,2,0,9,0,1,0,0,8
cell_11598,15484.1013279971,-2369.62852464981,1,0,2,0,0,2,0,0,0,7
cell_2520,-9799.89867200291,-2498.62852464981,9,4,0,10,9,9,11,17,18,20
cell_8934,8918.10132799709,-2310.62852464981,1,0,2,0,10,2,2,1,1,0
cell_7326,4222.10132799709,-2288.62852464981,12,11,10,9,10,2,12,1,1,0
cell_3701,-6404.89867200291,-2334.62852464981,12,11,10,9,10,2,2,1,1,0
cell_9901,11523.1013279971,-2514.62852464981,12,11,10,13,11,2,2,0,15,8
cell_7056,3505.10132799709,-2358.62852464981,1,0,2,0,10,2,12,1,1,0
cell_5242,-1614.89867200291,-2276.62852464981,13,1,0,12,14,9,11,12,18,9
cell_172,-15994.8986720029,-2414.62852464981,4,7,7,5,6,8,3,3,3,13
cell_10045,11853.1013279971,-2383.62852464981,1,0,2,0,0,2,2,0,1,0
cell_7528,4770.10132799709,-2383.62852464981,12,12,2,13,11,2,2,1,1,0
cell_9776,11190.1013279971,-2425.62852464981,3,7,7,15,13,10,5,4,4,12
cell_10776,13595.1013279971,-2416.62852464981,3,1,0,11,13,10,5,4,4,12
cell_4976,-2251.89867200291,-2422.62852464981,0,14,14,14,12,3,9,2,13,14
cell_7170,3879.10132799709,-2422.62852464981,6,6,4,7,7,3,9,2,2,0
cell_4439,-3958.89867200291,-2385.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9530,10479.1013279971,-2378.62852464981,12,11,10,9,10,2,2,1,1,0
cell_5764,-148.89867200291,-2381.62852464981,9,0,2,10,9,0,1,0,0,8
cell_4883,-2611.89867200291,-2448.62852464981,0,11,10,9,10,2,12,1,1,0
cell_10661,13377.1013279971,-2352.62852464981,1,0,2,0,0,2,2,1,1,0
cell_3438,-7199.89867200291,-2476.62852464981,4,7,7,5,6,8,3,3,3,11
cell_8326,7210.10132799709,-2350.62852464981,1,0,2,9,10,2,12,0,0,0
cell_1139,-13660.8986720029,-2450.62852464981,1,12,11,0,0,0,11,0,0,20
cell_967,-14125.8986720029,-2364.62852464981,1,0,2,0,0,2,0,0,0,7
cell_2189,-10845.8986720029,-2447.62852464981,4,7,7,5,6,8,3,3,3,11
cell_6537,1840.10132799709,-2459.62852464981,0,11,10,9,10,2,12,1,1,0
cell_5221,-1603.89867200291,-2405.62852464981,1,10,9,10,9,0,1,0,0,8
cell_7443,4620.10132799709,-2431.62852464981,6,12,4,7,7,2,2,1,1,0
cell_8381,7412.10132799709,-2492.62852464981,1,11,10,9,10,10,5,4,4,12
cell_2330,-10486.8986720029,-2454.62852464981,13,1,0,12,19,9,11,17,18,20
cell_4415,-4164.89867200291,-2367.62852464981,0,11,10,9,10,3,9,2,2,0
cell_6467,1633.10132799709,-2408.62852464981,12,12,2,13,11,2,2,1,1,0
cell_1823,-11935.8986720029,-2384.62852464981,13,1,0,12,14,9,11,12,18,9
cell_3126,-8175.89867200291,-2374.62852464981,0,11,10,9,12,2,2,1,1,0
cell_972,-14064.8986720029,-2545.62852464981,2,2,8,6,5,2,2,11,10,3
cell_10271,12312.1013279971,-2439.62852464981,12,12,11,13,11,10,5,4,4,12
cell_2628,-9645.89867200291,-2405.62852464981,7,4,6,6,5,5,6,0,0,8
cell_8695,8268.10132799709,-2446.62852464981,3,1,0,11,13,10,5,4,4,12
cell_11183,14584.1013279971,-2416.62852464981,6,14,14,14,12,3,9,2,13,14
cell_10946,14012.1013279971,-2422.62852464981,6,14,14,14,12,3,9,2,13,14
cell_10310,12490.1013279971,-2443.62852464981,3,7,7,5,15,8,3,3,3,13
cell_7695,5320.10132799709,-2434.62852464981,4,7,7,15,6,10,5,4,11,12
cell_1073,-13839.8986720029,-2484.62852464981,3,1,0,15,13,9,11,12,11,9
cell_9671,10979.1013279971,-2518.62852464981,12,11,10,9,10,2,2,1,1,0
cell_9037,9249.10132799709,-2441.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2137,-11035.8986720029,-2527.62852464981,4,7,7,15,19,8,3,17,18,11
cell_3118,-8160.89867200291,-2446.62852464981,0,11,10,9,10,2,2,1,1,0
cell_4817,-2840.89867200291,-2448.62852464981,0,14,10,14,12,3,12,2,2,17
cell_7668,5211.10132799709,-2411.62852464981,3,1,0,11,13,10,5,4,4,12
cell_10656,13327.1013279971,-2462.62852464981,1,11,10,9,10,2,2,1,1,0
cell_1739,-12161.8986720029,-2505.62852464981,13,1,0,12,9,9,11,17,18,20
cell_9035,9150.10132799709,-2449.62852464981,0,14,10,14,12,3,9,2,2,14
cell_2714,-9428.89867200291,-2537.62852464981,7,8,8,0,0,5,6,5,10,7
cell_9424,10247.1013279971,-2438.62852464981,12,11,10,9,10,2,12,1,1,0
cell_11045,14216.1013279971,-2544.62852464981,6,14,14,14,12,3,9,2,13,14
cell_2636,-9596.89867200291,-2505.62852464981,11,8,8,6,11,5,6,0,0,8
cell_2445,-10240.8986720029,-2497.62852464981,13,1,0,12,19,9,11,12,18,20
cell_10435,12735.1013279971,-2532.62852464981,3,14,14,14,12,10,5,4,13,14
cell_11161,14516.1013279971,-2516.62852464981,12,11,10,9,10,3,9,2,13,14
cell_11475,15154.1013279971,-2577.62852464981,1,11,2,0,0,0,12,0,1,0
cell_3288,-7693.89867200291,-2516.62852464981,1,11,10,9,10,2,2,1,1,0
cell_11296,14800.1013279971,-2556.62852464981,1,10,9,0,0,0,1,0,0,7
cell_882,-14367.8986720029,-2506.62852464981,13,1,0,12,14,9,11,12,11,9
cell_10372,12600.1013279971,-2502.62852464981,3,1,0,11,13,10,5,4,4,13
cell_776,-14601.8986720029,-2583.62852464981,4,7,7,5,6,8,3,3,3,11
cell_3079,-8190.89867200291,-2630.62852464981,3,1,0,11,13,10,5,4,4,12
cell_7421,4492.10132799709,-2586.62852464981,0,14,14,14,12,3,9,2,2,0
cell_3327,-7541.89867200291,-2599.62852464981,12,0,2,13,11,2,2,1,1,0
cell_5193,-1706.89867200291,-2553.62852464981,1,0,2,10,9,0,1,0,0,8
cell_1706,-12302.8986720029,-2611.62852464981,13,1,0,12,19,9,11,17,18,20
cell_10590,13180.1013279971,-2572.62852464981,6,14,14,14,12,3,9,2,13,14
cell_6121,720.10132799709,-2537.62852464981,4,7,7,15,19,9,11,4,11,9
cell_2024,-11389.8986720029,-2587.62852464981,4,7,7,5,6,8,3,3,3,11
cell_11397,15019.1013279971,-2559.62852464981,1,0,9,0,0,0,1,0,0,7
cell_3873,-5768.89867200291,-2587.62852464981,3,7,7,11,6,8,3,4,4,13
cell_8935,8997.10132799709,-2570.62852464981,0,14,14,14,12,3,9,2,2,14
cell_1908,-11638.8986720029,-2746.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9886,11414.1013279971,-2549.62852464981,12,12,11,13,11,0,1,0,0,8
cell_8804,8600.10132799709,-2687.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2455,-10075.8986720029,-2614.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9787,11143.1013279971,-2499.62852464981,3,1,0,15,19,9,5,4,4,12
cell_4845,-2735.89867200291,-2542.62852464981,1,11,10,9,10,0,12,0,0,17
cell_6598,2006.10132799709,-2622.62852464981,12,12,11,13,11,0,1,0,1,7
cell_7693,5310.10132799709,-2583.62852464981,13,1,0,12,13,10,5,4,4,12
cell_11504,15271.1013279971,-2587.62852464981,12,11,10,9,10,2,12,1,1,0
cell_9906,11679.1013279971,-2480.62852464981,12,14,14,14,10,2,2,1,15,17
cell_5845,39.1013279970903,-2609.62852464981,6,12,11,13,7,11,2,10,1,0
cell_407,-15455.8986720029,-2622.62852464981,9,0,2,10,9,0,1,0,0,20
cell_10948,14041.1013279971,-2592.62852464981,6,14,14,14,12,3,9,2,13,14
cell_11185,14570.1013279971,-2672.62852464981,12,11,10,9,10,2,12,1,1,0
cell_873,-14457.8986720029,-2591.62852464981,13,1,0,15,19,8,3,3,11,11
cell_10709,13436.1013279971,-2683.62852464981,12,11,10,13,11,2,2,1,1,0
cell_6115,668.10132799709,-2597.62852464981,4,1,0,15,19,9,11,4,11,9
cell_1348,-13169.8986720029,-2724.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9797,11170.1013279971,-2541.62852464981,13,1,0,12,19,9,5,4,4,12
cell_10073,11882.1013279971,-2634.62852464981,6,14,14,14,12,3,9,2,1,14
cell_3630,-6602.89867200291,-2664.62852464981,6,6,4,7,7,2,2,1,1,0
cell_4472,-3930.89867200291,-2643.62852464981,12,12,11,13,11,2,2,1,1,0
cell_770,-14731.8986720029,-2596.62852464981,4,7,7,15,6,8,3,3,11,13
cell_3248,-7751.89867200291,-2679.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2386,-10381.8986720029,-2659.62852464981,13,1,0,12,19,9,11,17,18,20
cell_10312,12514.1013279971,-2616.62852464981,12,11,10,9,10,10,5,4,4,12
cell_6353,1343.10132799709,-2734.62852464981,12,11,10,9,10,2,2,1,1,0
cell_7814,5667.10132799709,-2671.62852464981,12,0,2,13,11,2,2,1,1,0
cell_9034,9229.10132799709,-2673.62852464981,12,11,10,9,10,3,9,2,1,14
cell_9808,11199.1013279971,-2596.62852464981,1,10,9,10,9,0,1,0,0,12
cell_9290,9906.10132799709,-2664.62852464981,0,11,10,9,10,2,2,1,1,0
cell_8580,7982.10132799709,-2667.62852464981,1,11,10,9,10,2,12,1,1,0
cell_2819,-9067.89867200291,-2747.62852464981,0,14,14,14,12,3,9,2,1,0
cell_8483,7671.10132799709,-2725.62852464981,3,13,13,5,6,10,5,4,4,13
cell_198,-15887.8986720029,-2660.62852464981,6,6,4,7,7,2,2,1,1,0
cell_1055,-13894.8986720029,-2643.62852464981,1,0,2,10,9,10,11,0,0,20
cell_6488,1707.10132799709,-2684.62852464981,12,0,2,13,11,2,2,1,1,7
cell_10915,13954.1013279971,-2743.62852464981,6,14,14,14,12,3,9,10,13,14
cell_8390,7439.10132799709,-2632.62852464981,1,11,10,9,10,2,12,1,1,0
cell_8784,8472.10132799709,-2648.62852464981,12,11,10,9,10,2,2,1,1,14
cell_10784,13669.1013279971,-2704.62852464981,3,13,13,5,15,8,3,3,3,13
cell_2331,-10570.8986720029,-2619.62852464981,13,1,0,12,9,9,11,17,18,20
cell_5662,-173.89867200291,-2841.62852464981,3,13,14,14,15,10,5,4,4,12
cell_3679,-6425.89867200291,-2755.62852464981,6,6,4,7,7,11,10,10,13,14
cell_4813,-2745.89867200291,-2656.62852464981,12,12,11,13,11,0,12,0,0,7
cell_7639,5148.10132799709,-2660.62852464981,1,0,2,0,0,2,2,1,0,0
cell_9959,11664.1013279971,-2787.62852464981,6,6,4,7,7,11,10,10,13,0
cell_508,-15240.8986720029,-2773.62852464981,3,13,13,11,6,10,5,12,11,20
cell_2627,-9762.89867200291,-2569.62852464981,9,4,2,10,9,5,6,17,18,20
